Year,Location,Area,Rainfall,Temperature,Soil type,Irrigation,Yeilds,Humidity,Crops,Price,Season
2004,Gulbarga,8,3654.0,39.0,Black,Basin,3.295836866004329,60.0,Coconut,234779,Rabi
2004,Gulbarga,29,233.0,40.0,Black,Basin,4.59511985013459,57.0,Coconut,1493,Zaid
2004,Gulbarga,1,233.0,40.0,Black,Basin,1.3862943611198906,57.0,Coconut,64409,Zaid
2004,Gulbarga,13736,233.0,40.0,Black,Basin,10.97913822956689,54.0,Coconut,249978,Zaid
2004,Gulbarga,14003,234.0,41.0,Black,Basin,10.99839297927291,54.5,Coconut,637,Zaid
2004,Gulbarga,14179,234.0,41.0,Black,Basin,11.010877868015744,56.6,Coconut,43311,Zaid
2004,Gulbarga,14319,234.0,41.0,Black,Basin,11.020708946078292,55.5,Coconut,24848,Zaid
2004,Gulbarga,14464,3105.0,42.0,Black,Basin,13.343405522309883,58.5,Coconut,761,Zaid
2004,Gulbarga,14876,3105.0,42.0,Black,Basin,11.05887392193842,59.5,Coconut,45608,Zaid
2004,Gulbarga,14976,3105.0,42.0,Black,Basin,11.065575297488545,55.0,Coconut,234581,Zaid
2004,Gulbarga,15009,236.0,43.0,Black,Basin,11.208178613891855,53.0,Coconut,646,Zaid
2004,Gulbarga,15114,2903.1,27.0,Black,Spray,11.681967572206347,53.5,Coconut,43562,Zaid
2004,Gulbarga,16224,2903.1,27.0,Black,Spray,11.776312283374274,52.5,Coconut,200000,Zaid
2004,Gulbarga,17095,2903.1,27.0,Black,Spray,11.950470466541805,56.0,Coconut,4847,Zaid
2004,Gulbarga,17512,2996.6,27.0,Black,Spray,12.053736984226475,57.0,Coconut,51239,Zaid
2004,Gulbarga,17587,2996.6,27.0,Black,Spray,12.058013375339232,57.5,Coconut,216396,Zaid
2004,Gulbarga,17771,2996.6,27.0,Black,Spray,12.089201693798758,57.0,Coconut,2644,Zaid
2004,Gulbarga,17825,3522.8,27.2,Black,Spray,12.655707737382812,55.0,Coconut,44235,Zaid
2004,Gulbarga,3147,3522.8,27.2,Black,Spray,7.931644021454311,56.0,Coconut,203317,Zaid
2004,Gulbarga,2578,3522.8,27.2,Black,Spray,7.335633981927201,54.0,Coconut,2134,Zaid
2004,Gulbarga,1591,3729.8,27.0,Black,Spray,7.4073177104694174,58.0,Coconut,45186,Zaid
2004,Gulbarga,1298,3729.8,27.0,Black,Spray,6.883462586413092,58.0,Coconut,238542,Zaid
2004,Gulbarga,4,3729.8,27.0,Black,Spray,1.0986122886681098,59.0,Coconut,1516,Zaid
2004,Gulbarga,1122,2746.2,27.0,Black,Spray,6.729824070489475,50.0,Coconut,57259,Zaid
2004,Gulbarga,917,2746.2,27.0,Loam,Spray,6.693323668269949,54.0,Coconut,234779,Zaid
2004,Gulbarga,819,2746.2,27.0,Loam,Spray,6.78105762593618,53.0,Coconut,1493,Zaid
2004,Gulbarga,619,3360.0,27.2,Loam,Spray,6.647688373563329,52.0,Coconut,64409,Zaid
2004,Gulbarga,391,3360.0,27.2,Loam,Spray,5.981414211254481,51.0,Coconut,249978,Zaid
2004,Gulbarga,211,3360.0,27.2,Loam,Spray,5.236441962829949,57.0,Coconut,637,Zaid
2004,Gulbarga,153,3605.4,27.1,Loam,Spray,5.236441962829949,57.0,Coconut,43311,Zaid
2004,Gulbarga,111,3605.4,27.1,Loam,Spray,4.804021044733257,60.0,Coconut,24848,Zaid
2004,Gulbarga,76,3605.4,27.1,Loam,Spray,4.6443908991413725,57.0,Coconut,761,Zaid
2004,Gulbarga,53,3512.4,26.8,Loam,Spray,4.276666119016055,57.0,Coconut,45608,Zaid
2004,Gulbarga,2688,3512.4,26.8,Loam,Spray,8.284504227258497,54.0,Coconut,234581,Zaid
2004,Gulbarga,2311,3512.4,26.8,Loam,Spray,8.354203562921775,54.5,Coconut,646,Zaid
2004,Gulbarga,2188,3296.0,37.0,Loam,Spray,8.098946748943339,56.6,Coconut,43562,Zaid
2004,Gulbarga,1998,3296.0,37.0,Loam,Spray,8.051659556841953,55.5,Coconut,200000,Zaid
2004,Gulbarga,2006,3296.0,37.0,Loam,Spray,8.138564737261632,58.5,Coconut,4847,Zaid
2004,Gulbarga,2034,3550.0,38.0,Loam,Spray,8.268731832117737,59.5,Coconut,51239,Zaid
2004,Gulbarga,2035,3550.0,38.0,Loam,Spray,8.298041661371565,55.0,Coconut,216396,Zaid
2004,Gulbarga,2074,3550.0,38.0,Loam,Spray,8.361708288575842,53.0,Coconut,2644,Zaid
2004,Gulbarga,2127,3654.0,39.0,Loam,Spray,8.335191583433202,53.5,Coconut,44235,Zaid
2004,Gulbarga,2090,3654.0,39.0,Loam,Spray,8.40737832540903,52.5,Coconut,203317,Zaid
2004,Gulbarga,2059,3654.0,39.0,Loam,Spray,8.216088098632316,56.0,Coconut,2134,Zaid
2004,Gulbarga,2050,233.0,40.0,Loam,Spray,8.498010371999463,57.0,Coconut,45186,Zaid
2004,Gulbarga,1865,233.0,40.0,Loam,Spray,7.945201132412759,57.5,Coconut,238542,Zaid
2004,Gulbarga,1841,233.0,40.0,Loam,Spray,8.152774052744075,57.0,Coconut,1516,Zaid
2004,Gulbarga,1799,234.0,41.0,Loam,Spray,8.201934351194222,55.0,Coconut,200000,Zaid
2004,Gulbarga,1468,234.0,41.0,Loam,Spray,5.976350909297934,56.0,Coconut,4847,Zaid
2004,Gulbarga,568,234.0,41.0,Red,Spray,5.123963979403259,54.0,Coconut,51239,Zaid
2004,Gulbarga,407,3105.0,42.0,Red,Spray,4.276666119016055,58.0,Coconut,216396,Zaid
2004,Gulbarga,177,3105.0,42.0,Red,Spray,3.970291913552122,58.0,Coconut,2644,Zaid
2004,Gulbarga,51,3105.0,42.0,Red,Spray,2.5649493574615367,59.0,Coconut,44235,Zaid
2004,Gulbarga,173,236.0,43.0,Red,Spray,3.9512437185814275,50.0,Coconut,203317,Zaid
2004,Gulbarga,201,236.0,43.0,Red,Spray,4.127134385045092,54.0,Coconut,2134,Zaid
2018,Hassan,15,233.0,27.0,Red laterite,Spray,8.589327789175437,60.0,Tea,45608,Kharif
2004,Hassan,4,233.0,27.0,Red laterite,Spray,8.793308627496552,57.0,Paddy,234581,Kharif
2005,Hassan,39,234.0,27.0,Red laterite,Spray,8.53856321715243,57.0,Paddy,646,Kharif
2006,Hassan,6,234.0,27.0,Red laterite,Spray,8.615951963439501,54.0,Paddy,43562,Kharif
2007,Hassan,12,234.0,27.0,Red laterite,Spray,8.499640032168648,54.5,Paddy,200000,Kharif
2008,Hassan,3,3105.0,27.2,Red laterite,Spray,8.25088114470065,56.6,Paddy,4847,Kharif
2009,Hassan,17,3105.0,27.2,Red laterite,Spray,12.655707737382812,55.5,Paddy,51239,Kharif
2010,Hassan,3,3105.0,27.2,Red laterite,Spray,7.931644021454311,58.5,Paddy,216396,Kharif
2011,Hassan,9,236.0,27.0,Red laterite,Spray,7.335633981927201,59.5,Paddy,2644,Kharif
2012,Hassan,21,236.0,27.0,Red laterite,Spray,7.4073177104694174,55.0,Paddy,44235,Kharif
2013,Hassan,11,2903.1,27.0,Red laterite,Spray,6.883462586413092,53.0,Paddy,203317,Kharif
2014,Hassan,4,2903.1,27.0,Red laterite,Spray,1.0986122886681098,53.5,Paddy,2134,Kharif
2015,Hassan,15,2903.1,27.0,Red laterite,Spray,6.729824070489475,52.5,Paddy,45186,Kharif
2016,Hassan,8,2996.6,27.0,Red laterite,Spray,6.693323668269949,56.0,Paddy,238542,Kharif
2017,Hassan,29,2996.6,27.2,Red laterite,Spray,6.78105762593618,57.0,Paddy,1516,Kharif
2018,Hassan,1,2996.6,27.2,Red laterite,Spray,6.647688373563329,57.5,Paddy,200000,Kharif
2004,Hassan,13736,3522.8,27.2,Red laterite,Spray,5.981414211254481,57.0,Groundnut,4847,Kharif
2005,Hassan,14003,3522.8,27.1,Red laterite,Spray,5.236441962829949,55.0,Groundnut,51239,Kharif
2006,Hassan,14179,3522.8,27.1,Red laterite,Spray,5.236441962829949,56.0,Groundnut,216396,Kharif
2007,Hassan,14319,2903.1,27.1,Red laterite,Spray,4.804021044733257,54.0,Groundnut,2644,Kharif
2008,Hassan,14464,2903.1,26.8,Red laterite,Spray,4.6443908991413725,58.0,Groundnut,44235,Kharif
2009,Hassan,14876,2903.1,26.8,Red laterite,Spray,4.276666119016055,58.0,Groundnut,203317,Kharif
2010,Hassan,14976,2996.6,26.8,Red laterite,Spray,8.284504227258497,59.0,Groundnut,2134,Kharif
2011,Hassan,15009,2996.6,37.0,Red laterite,Spray,8.354203562921775,50.0,Groundnut,45186,Kharif
2012,Hassan,15114,2996.6,37.0,Black cotton,Spray,8.098946748943339,54.0,Groundnut,238542,Kharif
2013,Hassan,16224,3522.8,37.0,Black cotton,Spray,8.051659556841953,53.0,Groundnut,1516,Kharif
2014,Hassan,17095,3522.8,38.0,Black cotton,Spray,8.138564737261632,52.0,Groundnut,57259,Kharif
2015,Hassan,17512,3522.8,38.0,Black cotton,Spray,8.268731832117737,51.0,Groundnut,234779,Kharif
2016,Hassan,17587,3729.8,38.0,Black cotton,Spray,8.298041661371565,57.0,Groundnut,1493,Kharif
2017,Hassan,17771,3729.8,39.0,Black cotton,Spray,8.361708288575842,57.0,Groundnut,64409,Kharif
2018,Hassan,17825,3729.8,39.0,Black cotton,Spray,8.335191583433202,60.0,Groundnut,249978,Kharif
2004,Hassan,3147,2746.2,39.0,Black cotton,Spray,8.40737832540903,57.0,Blackgram,637,Kharif
2005,Hassan,2578,2746.2,40.0,Black cotton,Spray,8.216088098632316,57.0,Blackgram,43311,Kharif
2006,Hassan,1591,2746.2,40.0,Black cotton,Spray,8.498010371999463,54.0,Blackgram,24848,Kharif
2007,Hassan,1298,3360.0,40.0,Black cotton,Spray,7.945201132412759,54.5,Blackgram,761,Kharif
2008,Hassan,4,3360.0,41.0,Black cotton,Spray,8.152774052744075,56.6,Blackgram,45608,Kharif
2009,Hassan,1122,3360.0,41.0,Black cotton,Drip,8.201934351194222,55.5,Blackgram,234581,Kharif
2010,Hassan,917,3605.4,41.0,Black cotton,Drip,5.976350909297934,58.5,Blackgram,646,Kharif
2011,Hassan,819,3605.4,42.0,Black cotton,Drip,5.123963979403259,59.5,Blackgram,43562,Kharif
2012,Hassan,619,3605.4,42.0,Black cotton,Drip,4.276666119016055,55.0,Blackgram,200000,Kharif
2013,Hassan,391,3512.4,42.0,Black cotton,Drip,3.970291913552122,53.0,Blackgram,4847,Kharif
2014,Hassan,211,3512.4,43.0,Black cotton,Drip,12.655707737382812,53.5,Blackgram,51239,Kharif
2015,Hassan,153,3512.4,43.0,Black cotton,Drip,7.931644021454311,52.5,Blackgram,216396,Kharif
2016,Hassan,111,3296.0,27.0,Black cotton,Drip,7.335633981927201,56.0,Blackgram,2644,Kharif
2017,Hassan,76,3296.0,27.0,Black cotton,Drip,7.4073177104694174,59.5,Blackgram,44235,Kharif
2018,Hassan,53,3296.0,27.0,Black cotton,Drip,6.883462586413092,55.0,Blackgram,203317,Kharif
2004,Hassan,2688,3550.0,27.0,Black cotton,Drip,1.0986122886681098,53.0,Cashew,2134,Kharif
2005,Hassan,2311,3550.0,27.0,Black cotton,Drip,6.729824070489475,53.5,Cashew,45186,Kharif
2006,Hassan,2188,3550.0,27.0,Black cotton,Drip,6.693323668269949,52.5,Cashew,238542,Kharif
2007,Hassan,1998,3654.0,27.2,Sandy,Drip,6.78105762593618,56.0,Cashew,1516,Kharif
2008,Hassan,2006,3654.0,27.2,Sandy,Drip,6.647688373563329,57.0,Cashew,57259,Kharif
2009,Hassan,2034,3654.0,27.2,Sandy,Drip,5.981414211254481,57.5,Cashew,234779,Kharif
2010,Hassan,2035,233.0,27.0,Sandy,Drip,5.236441962829949,57.0,Cashew,1493,Kharif
2011,Hassan,2074,233.0,27.0,Sandy,Drip,5.236441962829949,55.0,Cashew,64409,Kharif
2012,Hassan,2127,233.0,27.0,Sandy,Drip,4.804021044733257,56.0,Cashew,249978,Kharif
2013,Hassan,2090,234.0,27.0,Sandy,Drip,4.6443908991413725,54.0,Cashew,637,Kharif
2014,Hassan,2059,234.0,27.0,Sandy,Drip,4.276666119016055,58.0,Cashew,43311,Kharif
2015,Hassan,2050,234.0,27.0,Sandy,Drip,8.284504227258497,58.0,Cashew,24848,Kharif
2016,Hassan,1865,3105.0,27.2,Sandy,Drip,8.354203562921775,59.0,Cashew,761,Kharif
2017,Hassan,1841,3105.0,27.2,Sandy,Drip,8.098946748943339,50.0,Cashew,45608,Kharif
2018,Hassan,1799,3105.0,27.2,Sandy,Drip,8.051659556841953,54.0,Cashew,234581,Kharif
2004,Hassan,1468,236.0,27.1,Sandy,Drip,8.138564737261632,53.0,Coconut,646,Kharif
2005,Hassan,568,236.0,27.1,Sandy,Drip,8.268731832117737,59.5,Coconut,43562,Kharif
2006,Hassan,407,2903.1,27.1,Sandy,Drip,8.298041661371565,55.0,Coconut,200000,Kharif
2007,Hassan,177,2903.1,26.8,Sandy,Drip,8.361708288575842,53.0,Coconut,4847,Kharif
2008,Hassan,51,2903.1,26.8,Sandy,Drip,8.335191583433202,53.5,Coconut,51239,Kharif
2009,Hassan,173,2996.6,26.8,Sandy,Drip,8.40737832540903,52.5,Coconut,216396,Kharif
2010,Hassan,201,2996.6,37.0,Sandy,Drip,8.216088098632316,56.0,Coconut,2644,Kharif
2011,Hassan,206,2996.6,37.0,Sandy,Drip,8.498010371999463,57.0,Coconut,44235,Kharif
2012,Hassan,243,3522.8,37.0,Sandy,Drip,7.945201132412759,57.5,Coconut,203317,Kharif
2013,Hassan,123,3522.8,38.0,Sandy,Drip,8.152774052744075,57.0,Coconut,2134,Kharif
2014,Hassan,82,3522.8,38.0,Sandy,Drip,8.201934351194222,55.0,Coconut,45186,Kharif
2015,Hassan,74,2903.1,38.0,Sandy,Drip,5.976350909297934,56.0,Coconut,238542,Kharif
2016,Hassan,18,2903.1,39.0,Sandy,Drip,5.123963979403259,54.0,Coconut,1516,Kharif
2017,Hassan,37,2903.1,39.0,Laterite,Drip,4.276666119016055,58.0,Coconut,200000,Kharif
2018,Hassan,35,2996.6,39.0,Laterite,Drip,3.970291913552122,58.0,Coconut,4847,Kharif
2019,Hassan,5974,2996.6,40.0,Laterite,Drip,7.852050207265889,59.0,Coconut,51239,Kharif
2004,Hassan,6631,2996.6,40.0,Laterite,Drip,10.209905507043057,50.0,Ginger,216396,Kharif
2005,Hassan,6705,3522.8,40.0,Laterite,Drip,11.650467553988712,54.0,Ginger,2644,Kharif
2006,Hassan,5876,3522.8,41.0,Laterite,Drip,7.246368080102461,53.0,Ginger,44235,Kharif
2007,Hassan,326,3522.8,41.0,Laterite,Basin,10.062924236792623,59.5,Ginger,203317,Kharif
2008,Hassan,6470,3729.8,41.0,Laterite,Basin,11.588125697533163,55.0,Ginger,2134,Kharif
2009,Hassan,6709,3729.8,42.0,Laterite,Basin,7.0326242610280065,53.0,Ginger,45186,Kharif
2010,Hassan,6186,3729.8,42.0,Laterite,Basin,10.0841827875855,53.5,Ginger,238542,Kharif
2011,Hassan,6503,2746.2,42.0,Laterite,Basin,11.74790272098998,52.5,Ginger,1516,Kharif
2012,Hassan,5220,2746.2,43.0,Laterite,Basin,6.690842277418564,56.0,Ginger,57259,Kharif
2013,Hassan,4677,2746.2,27.0,Laterite,Basin,10.32098004085701,57.0,Ginger,234779,Kharif
2014,Hassan,4803,3360.0,27.0,Laterite,Basin,11.732004768406622,57.5,Ginger,1493,Kharif
2015,Hassan,3739,3360.0,27.0,Laterite,Basin,6.675823221634848,57.0,Ginger,64409,Kharif
2016,Hassan,3529,3360.0,27.0,Laterite,Basin,10.438634988447184,55.0,Ginger,249978,Kharif
2017,Hassan,3649,3605.4,27.0,Laterite,Basin,11.794730300249133,56.0,Ginger,637,Kharif
2018,Hassan,1374,3605.4,27.0,Laterite,Basin,5.82600010738045,54.0,Ginger,43311,Kharif
2012,Hassan,1279,2903.1,27.0,Laterite,Drip,7.852050207265889,57.0,Coconut,200000,Kharif
2013,Hassan,13283,2903.1,27.0,Laterite,Drip,10.209905507043057,57.5,Coconut,4847,Kharif
2014,Hassan,52119,2903.1,27.2,Laterite,Drip,11.650467553988712,57.0,Coconut,51239,Kharif
2015,Hassan,725,2996.6,27.2,Laterite,Drip,7.246368080102461,55.0,Coconut,216396,Kharif
2016,Mangalore,12885,2996.6,27.2,Laterite,Drip,10.062924236792623,56.0,Coconut,2644,Kharif
2017,Mangalore,51179,2996.6,27.0,Laterite,Drip,11.588125697533163,54.0,Coconut,44235,Kharif
2018,Mangalore,468,3522.8,27.0,Laterite,Drip,7.0326242610280065,58.0,Coconut,203317,Kharif
2019,Mangalore,11841,3522.8,27.0,Laterite,Drip,10.0841827875855,58.0,Coconut,2134,Kharif
2004,Mangalore,50975,3522.8,27.0,Laterite,Drip,11.74790272098998,59.0,Coconut,45186,Kharif
2005,Mangalore,206,3729.8,27.0,Laterite,Drip,6.690842277418564,50.0,Coconut,238542,Kharif
2006,Mangalore,10922,3729.8,27.0,Laterite,Drip,10.32098004085701,54.0,Coconut,1516,Kharif
2007,Mangalore,51390,3729.8,27.2,Laterite,Drip,11.732004768406622,53.0,Coconut,57259,Kharif
2008,Mangalore,177,2746.2,27.2,Laterite,Drip,6.675823221634848,52.0,Coconut,234779,Kharif
2009,Mangalore,10723,2746.2,27.2,Laterite,Drip,10.438634988447184,51.0,Coconut,1493,Kharif
2010,Mangalore,51709,2746.2,27.1,Laterite,Drip,11.794730300249133,57.0,Coconut,64409,Kharif
2011,Mangalore,146,3360.0,27.1,Laterite,Drip,5.82600010738045,57.0,Coconut,249978,Kharif
2012,Mangalore,10910,3360.0,27.1,Laterite,Drip,10.041813682016414,60.0,Coconut,637,Kharif
2013,Mangalore,51355,3360.0,26.8,Laterite,Drip,11.7887677226178,57.0,Coconut,43311,Kharif
2014,Mangalore,160,3605.4,26.8,Laterite,Drip,6.003887067106539,57.0,Coconut,24848,Kharif
2015,Mangalore,10912,3605.4,27.1,Laterite,Drip,10.093487885257083,54.0,Coconut,761,Kharif
2016,Mangalore,51353,3605.4,27.1,Laterite,Drip,11.731160991611851,54.5,Coconut,45608,Kharif
2017,Kodagu,1279,3512.4,26.8,Laterite,Drip,5.840641657373398,56.6,Coconut,234581,Kharif
2018,Kodagu,13283,3512.4,26.8,Laterite,Drip,10.047587896509885,55.5,Coconut,646,Kharif
2011,Kodagu,52119,3512.4,26.8,Laterite,Drip,11.676971368050221,58.5,Coconut,43562,Kharif
2012,Kodagu,725,3296.0,37.0,Laterite,Drip,5.820082930352362,59.5,Coconut,200000,Kharif
2013,Kodagu,12885,3550.0,37.0,Laterite,Drip,10.02548392184538,55.0,Coconut,4847,Kharif
2014,Kodagu,51179,3550.0,37.0,Laterite,Drip,11.665492634563813,53.0,Coconut,51239,Kharif
2015,Kodagu,468,3550.0,38.0,Laterite,Drip,5.75890177387728,53.5,Coconut,216396,Kharif
2016,Kodagu,11841,3654.0,38.0,Laterite,Drip,9.97119292889014,52.5,Coconut,2644,Kharif
2017,Kodagu,50975,3654.0,38.0,Laterite,Drip,11.712620229821528,56.0,Coconut,44235,Kharif
2018,Kodagu,206,3654.0,39.0,Laterite,Drip,5.948034989180646,57.0,Coconut,203317,Kharif
2004,Kodagu,10922,233.0,39.0,Laterite,Drip,9.882212842257273,57.5,Coconut,2134,Kharif
2005,Kodagu,51390,233.0,39.0,Laterite,Drip,11.703859824862406,57.0,Coconut,45186,Kharif
